AFFYMETRIX_3PRIME_IVT_ID	Name	Species
1558673_s_at	zinc finger protein 77(ZNF77)	Homo sapiens
1560558_at	INTS3 and NABP interacting protein(INIP)	Homo sapiens
201337_s_at	vesicle associated membrane protein 3(VAMP3)	Homo sapiens
201336_at	vesicle associated membrane protein 3(VAMP3)	Homo sapiens
1556969_at	cilia and flagella associated protein 65(CFAP65)	Homo sapiens
1553886_at	cilia and flagella associated protein 65(CFAP65)	Homo sapiens
206048_at	ovo like zinc finger 2(OVOL2)	Homo sapiens
204986_s_at	TAO kinase 2(TAOK2)	Homo sapiens
204878_s_at	TAO kinase 2(TAOK2)	Homo sapiens
204877_s_at	TAO kinase 2(TAOK2)	Homo sapiens
1560292_a_at	transmembrane and coiled-coil domains 4(TMCO4)	Homo sapiens
200888_s_at	ribosomal protein L23(RPL23)	Homo sapiens
1560764_at	Rho GTPase activating protein 22(ARHGAP22)	Homo sapiens
1560765_a_at	Rho GTPase activating protein 22(ARHGAP22)	Homo sapiens
206298_at	Rho GTPase activating protein 22(ARHGAP22)	Homo sapiens
1560821_at	Rho GTPase activating protein 22(ARHGAP22)	Homo sapiens
201588_at	thioredoxin like 1(TXNL1)	Homo sapiens
202038_at	ubiquitination factor E4A(UBE4A)	Homo sapiens
206140_at	LIM homeobox 2(LHX2)	Homo sapiens
1555409_a_at	lysine methyltransferase 2C(KMT2C)	Homo sapiens
1557158_s_at	lysine methyltransferase 2C(KMT2C)	Homo sapiens
205422_s_at	integrin subunit beta like 1(ITGBL1)	Homo sapiens
1557079_at	integrin subunit beta like 1(ITGBL1)	Homo sapiens
1557080_s_at	integrin subunit beta like 1(ITGBL1)	Homo sapiens
1566248_at	uncharacterized LOC105374423(LOC105374423)	Homo sapiens
1555841_at	Myb/SANT DNA binding domain containing 3(MSANTD3)	Homo sapiens
1552277_a_at	Myb/SANT DNA binding domain containing 3(MSANTD3)	Homo sapiens
206039_at	RAB33A, member RAS oncogene family(RAB33A)	Homo sapiens
1561432_at	SMIM14 divergent transcript(SMIM14-DT)	Homo sapiens
1557081_at	RNA binding motif protein 25(RBM25)	Homo sapiens
205978_at	klotho(KL)	Homo sapiens
201349_at	SLC9A3 regulator 1(SLC9A3R1)	Homo sapiens
1557395_at	IGFBP7 antisense RNA 1(IGFBP7-AS1)	Homo sapiens
205795_at	neurexin 3(NRXN3)	Homo sapiens
203943_at	kinesin family member 3B(KIF3B)	Homo sapiens
204893_s_at	zinc finger FYVE-type containing 9(ZFYVE9)	Homo sapiens
1560147_at	WDR86 antisense RNA 1(WDR86-AS1)	Homo sapiens
201078_at	transmembrane 9 superfamily member 2(TM9SF2)	Homo sapiens
203663_s_at	cytochrome c oxidase subunit 5A(COX5A)	Homo sapiens
1558708_at	neurexin 1(NRXN1)	Homo sapiens
201347_x_at	glyoxylate and hydroxypyruvate reductase(GRHPR)	Homo sapiens
1555251_a_at	otoferlin(OTOF)	Homo sapiens
1553074_at	ankyrin repeat and SOCS box containing 11(ASB11)	Homo sapiens
1555099_at	MAGUK p55 scaffold protein 4(MPP4)	Homo sapiens
1552489_s_at	MAGUK p55 scaffold protein 4(MPP4)	Homo sapiens
206839_at	chromosome 22 open reading frame 31(C22orf31)	Homo sapiens
205673_s_at	ankyrin repeat and SOCS box containing 9(ASB9)	Homo sapiens
203536_s_at	cytosolic iron-sulfur assembly component 1(CIAO1)	Homo sapiens
205210_at	transforming growth factor beta receptor associated protein 1(TGFBRAP1)	Homo sapiens
203450_at	chibby family member 1, beta catenin antagonist(CBY1)	Homo sapiens
1560220_a_at	chibby family member 1, beta catenin antagonist(CBY1)	Homo sapiens
204173_at	myosin light chain 6B(MYL6B)	Homo sapiens
205801_s_at	RAS guanyl releasing protein 3(RASGRP3)	Homo sapiens
1562436_at	CARS1 antisense RNA 1(CARS1-AS1)	Homo sapiens
205006_s_at	N-myristoyltransferase 2(NMT2)	Homo sapiens
205005_s_at	N-myristoyltransferase 2(NMT2)	Homo sapiens
1561509_at	BEN domain containing 7(BEND7)	Homo sapiens
1553327_a_at	BEN domain containing 7(BEND7)	Homo sapiens
202372_at	RAB3 GTPase activating non-catalytic protein subunit 2(RAB3GAP2)	Homo sapiens
202373_s_at	RAB3 GTPase activating non-catalytic protein subunit 2(RAB3GAP2)	Homo sapiens
202374_s_at	RAB3 GTPase activating non-catalytic protein subunit 2(RAB3GAP2)	Homo sapiens
1552578_a_at	myosin IIIB(MYO3B)	Homo sapiens
1555257_a_at	myosin IIIB(MYO3B)	Homo sapiens
1560788_at	myosin IIIB(MYO3B)	Homo sapiens
1556320_at	stomatin like 1(STOML1)	Homo sapiens
204701_s_at	stomatin like 1(STOML1)	Homo sapiens
1561720_at	RecQ like helicase 5(RECQL5)	Homo sapiens
1553015_a_at	RecQ like helicase 4(RECQL4)	Homo sapiens
1570163_at	EGFLAM antisense RNA 4(EGFLAM-AS4)	Homo sapiens
1563316_at	NEGR1 intronic transcript 1(NEGR1-IT1)	Homo sapiens
200902_at	selenoprotein F(SELENOF)	Homo sapiens
1559033_at	long intergenic non-protein coding RNA 1018(LINC01018)	Homo sapiens
205516_x_at	CDKN1A interacting zinc finger protein 1(CIZ1)	Homo sapiens
201178_at	F-box protein 7(FBXO7)	Homo sapiens
1554423_a_at	F-box protein 7(FBXO7)	Homo sapiens
1560318_at	Rho GTPase activating protein 29(ARHGAP29)	Homo sapiens
1558280_s_at	Rho GTPase activating protein 29(ARHGAP29)	Homo sapiens
1554736_at	Rho GTPase activating protein 29(ARHGAP29)	Homo sapiens
203910_at	Rho GTPase activating protein 29(ARHGAP29)	Homo sapiens
1554316_at	6-phosphogluconolactonase(PGLS)	Homo sapiens
205174_s_at	glutaminyl-peptide cyclotransferase(QPCT)	Homo sapiens
202085_at	tight junction protein 2(TJP2)	Homo sapiens
202218_s_at	fatty acid desaturase 2(FADS2)	Homo sapiens
205182_s_at	zinc finger protein 324(ZNF324)	Homo sapiens
201440_at	DEAD-box helicase 23(DDX23)	Homo sapiens
202089_s_at	solute carrier family 39 member 6(SLC39A6)	Homo sapiens
202088_at	solute carrier family 39 member 6(SLC39A6)	Homo sapiens
1555460_a_at	solute carrier family 39 member 6(SLC39A6)	Homo sapiens
1556551_s_at	solute carrier family 39 member 6(SLC39A6)	Homo sapiens
203765_at	grancalcin(GCA)	Homo sapiens
203766_s_at	leiomodin 1(LMOD1)	Homo sapiens
202736_s_at	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated(LSM4)	Homo sapiens
202737_s_at	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated(LSM4)	Homo sapiens
203304_at	BMP and activin membrane bound inhibitor(BAMBI)	Homo sapiens
1558698_at	zinc finger protein 264(ZNF264)	Homo sapiens
205917_at	zinc finger protein 264(ZNF264)	Homo sapiens
204402_at	rhomboid domain containing 3(RHBDD3)	Homo sapiens
203100_s_at	chromodomain Y like(CDYL)	Homo sapiens
203098_at	chromodomain Y like(CDYL)	Homo sapiens
203099_s_at	chromodomain Y like(CDYL)	Homo sapiens
205652_s_at	tubulin tyrosine ligase like 1(TTLL1)	Homo sapiens
201569_s_at	SAMM50 sorting and assembly machinery component(SAMM50)	Homo sapiens
201570_at	SAMM50 sorting and assembly machinery component(SAMM50)	Homo sapiens
1559585_at	DExD/H-box 60 like(DDX60L)	Homo sapiens
1553871_at	CSNK1G2 antisense RNA 1(CSNK1G2-AS1)	Homo sapiens
203921_at	carbohydrate sulfotransferase 2(CHST2)	Homo sapiens
1554283_at	nocturnin(NOCT)	Homo sapiens
201878_at	ariadne RBR E3 ubiquitin protein ligase 1(ARIH1)	Homo sapiens
201881_s_at	ariadne RBR E3 ubiquitin protein ligase 1(ARIH1)	Homo sapiens
201879_at	ariadne RBR E3 ubiquitin protein ligase 1(ARIH1)	Homo sapiens
1558401_at	ariadne RBR E3 ubiquitin protein ligase 1(ARIH1)	Homo sapiens
201880_at	ariadne RBR E3 ubiquitin protein ligase 1(ARIH1)	Homo sapiens
1560587_s_at	peroxiredoxin 5(PRDX5)	Homo sapiens
1559593_a_at	mediator complex subunit 26(MED26)	Homo sapiens
204350_s_at	mediator complex subunit 7(MED7)	Homo sapiens
204349_at	mediator complex subunit 7(MED7)	Homo sapiens
1555154_a_at	QKI, KH domain containing RNA binding(QKI)	Homo sapiens
202027_at	transmembrane protein 184B(TMEM184B)	Homo sapiens
1557915_s_at	glutathione S-transferase omega 1(GSTO1)	Homo sapiens
201470_at	glutathione S-transferase omega 1(GSTO1)	Homo sapiens
206513_at	absent in melanoma 2(AIM2)	Homo sapiens
1570251_at	HECT domain E3 ubiquitin protein ligase 1(HECTD1)	Homo sapiens
1557100_s_at	HECT domain E3 ubiquitin protein ligase 1(HECTD1)	Homo sapiens
1556992_at	UBA6 divergent transcript(UBA6-DT)	Homo sapiens
206571_s_at	mitogen-activated protein kinase kinase kinase kinase 4(MAP4K4)	Homo sapiens
1558732_at	mitogen-activated protein kinase kinase kinase kinase 4(MAP4K4)	Homo sapiens
1554348_s_at	CDKN2A interacting protein N-terminal like(CDKN2AIPNL)	Homo sapiens
205859_at	lymphocyte antigen 86(LY86)	Homo sapiens
1554305_at	LIF antisense RNA 2(LIF-AS2)	Homo sapiens
206922_at	variable charge Y-linked 1B(VCY1B)	Homo sapiens
202746_at	integral membrane protein 2A(ITM2A)	Homo sapiens
202747_s_at	integral membrane protein 2A(ITM2A)	Homo sapiens
202322_s_at	geranylgeranyl diphosphate synthase 1(GGPS1)	Homo sapiens
202321_at	geranylgeranyl diphosphate synthase 1(GGPS1)	Homo sapiens
204647_at	homer scaffold protein 3(HOMER3)	Homo sapiens
1555643_s_at	leukocyte immunoglobulin like receptor A5(LILRA5)	Homo sapiens
1555634_a_at	leukocyte immunoglobulin like receptor A5(LILRA5)	Homo sapiens
1556097_at	homer scaffold protein 2(HOMER2)	Homo sapiens
1559180_at	homer scaffold protein 2(HOMER2)	Homo sapiens
1570517_at	four and a half LIM domains 5(FHL5)	Homo sapiens
1555191_a_at	four and a half LIM domains 5(FHL5)	Homo sapiens
203428_s_at	anti-silencing function 1A histone chaperone(ASF1A)	Homo sapiens
203427_at	anti-silencing function 1A histone chaperone(ASF1A)	Homo sapiens
202919_at	MOB family member 4, phocein(MOB4)	Homo sapiens
1557432_at	RAS protein activator like 2(RASAL2)	Homo sapiens
1557506_a_at	RAS protein activator like 2(RASAL2)	Homo sapiens
1564386_at	thioredoxin domain containing 8(TXNDC8)	Homo sapiens
204746_s_at	protein interacting with PRKCA 1(PICK1)	Homo sapiens
205771_s_at	A-kinase anchoring protein 7(AKAP7)	Homo sapiens
205772_s_at	A-kinase anchoring protein 7(AKAP7)	Homo sapiens
204687_at	prostate androgen-regulated mucin-like protein 1(PARM1)	Homo sapiens
205926_at	interleukin 27 receptor subunit alpha(IL27RA)	Homo sapiens
201811_x_at	SH3 domain binding protein 5(SH3BP5)	Homo sapiens
201810_s_at	SH3 domain binding protein 5(SH3BP5)	Homo sapiens
1555465_at	mucolipin TRP cation channel 2(MCOLN2)	Homo sapiens
206751_s_at	phosphate cytidylyltransferase 1B, choline(PCYT1B)	Homo sapiens
1555281_x_at	armadillo repeat containing 8(ARMC8)	Homo sapiens
203487_s_at	armadillo repeat containing 8(ARMC8)	Homo sapiens
203486_s_at	armadillo repeat containing 8(ARMC8)	Homo sapiens
1555279_at	armadillo repeat containing 8(ARMC8)	Homo sapiens
205359_at	A-kinase anchoring protein 6(AKAP6)	Homo sapiens
202512_s_at	autophagy related 5(ATG5)	Homo sapiens
202511_s_at	autophagy related 5(ATG5)	Homo sapiens
1554642_at	ring finger protein 32(RNF32)	Homo sapiens
202762_at	Rho associated coiled-coil containing protein kinase 2(ROCK2)	Homo sapiens
205833_s_at	prostate androgen-regulated transcript 1(PART1)	Homo sapiens
205834_s_at	prostate androgen-regulated transcript 1(PART1)	Homo sapiens
1564029_at	ubiquitin specific peptidase 49(USP49)	Homo sapiens
1552774_a_at	solute carrier family 25 member 27(SLC25A27)	Homo sapiens
1554161_at	solute carrier family 25 member 27(SLC25A27)	Homo sapiens
204690_at	syntaxin 8(STX8)	Homo sapiens
1570357_at	syntaxin 8(STX8)	Homo sapiens
204065_at	carbohydrate sulfotransferase 10(CHST10)	Homo sapiens
1560391_at	phosphatidylinositol glycan anchor biosynthesis class L(PIGL)	Homo sapiens
205873_at	phosphatidylinositol glycan anchor biosynthesis class L(PIGL)	Homo sapiens
205452_at	phosphatidylinositol glycan anchor biosynthesis class B(PIGB)	Homo sapiens
202427_s_at	mitochondrial pyruvate carrier 2(MPC2)	Homo sapiens
201053_s_at	proteasome inhibitor subunit 1(PSMF1)	Homo sapiens
201052_s_at	proteasome inhibitor subunit 1(PSMF1)	Homo sapiens
1553723_at	adhesion G protein-coupled receptor G3(ADGRG3)	Homo sapiens
204709_s_at	kinesin family member 23(KIF23)	Homo sapiens
1553831_at	apolipoprotein B mRNA editing enzyme catalytic subunit 3D(APOBEC3D)	Homo sapiens
1568840_at	DDB1 and CUL4 associated factor 13(DCAF13)	Homo sapiens
204676_at	transmembrane protein 186(TMEM186)	Homo sapiens
1554349_at	ATP23 metallopeptidase and ATP synthase assembly factor homolog(ATP23)	Homo sapiens
1554113_a_at	solute carrier family 4 member 8(SLC4A8)	Homo sapiens
205564_at	PAGE family member 4(PAGE4)	Homo sapiens
1559077_at	ABI family member 3 binding protein(ABI3BP)	Homo sapiens
1555380_at	ADAM metallopeptidase with thrombospondin type 1 motif 4(ADAMTS4)	Homo sapiens
1570542_a_at	peptidase, mitochondrial processing subunit beta(PMPCB)	Homo sapiens
201682_at	peptidase, mitochondrial processing subunit beta(PMPCB)	Homo sapiens
203172_at	FMR1 autosomal homolog 2(FXR2)	Homo sapiens
205670_at	galactose-3-O-sulfotransferase 1(GAL3ST1)	Homo sapiens
1568896_at	syntaxin binding protein 5L(STXBP5L)	Homo sapiens
200704_at	lipopolysaccharide induced TNF factor(LITAF)	Homo sapiens
200706_s_at	lipopolysaccharide induced TNF factor(LITAF)	Homo sapiens
1555454_at	lipopolysaccharide induced TNF factor(LITAF)	Homo sapiens
203128_at	serine palmitoyltransferase long chain base subunit 2(SPTLC2)	Homo sapiens
203127_s_at	serine palmitoyltransferase long chain base subunit 2(SPTLC2)	Homo sapiens
1561125_at	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like(MTHFD1L)	Homo sapiens
201455_s_at	aminopeptidase puromycin sensitive(NPEPPS)	Homo sapiens
201454_s_at	aminopeptidase puromycin sensitive(NPEPPS)	Homo sapiens
204905_s_at	eukaryotic translation elongation factor 1 epsilon 1(EEF1E1)	Homo sapiens
206667_s_at	secretory carrier membrane protein 1(SCAMP1)	Homo sapiens
206668_s_at	secretory carrier membrane protein 1(SCAMP1)	Homo sapiens
1552978_a_at	secretory carrier membrane protein 1(SCAMP1)	Homo sapiens
204218_at	anaphase promoting complex subunit 15(ANAPC15)	Homo sapiens
1569392_at	trans-2,3-enoyl-CoA reductase(TECR)	Homo sapiens
1560224_at	AT-hook containing transcription factor 1(AHCTF1)	Homo sapiens
1553521_at	defensin beta 104A(DEFB104A)	Homo sapiens
1557569_at	mannose-P-dolichol utilization defect 1(MPDU1)	Homo sapiens
204630_s_at	golgi SNAP receptor complex member 1(GOSR1)	Homo sapiens
1555199_at	golgi SNAP receptor complex member 1(GOSR1)	Homo sapiens
1553976_a_at	deleted in primary ciliary dyskinesia homolog (mouse)(DPCD)	Homo sapiens
200620_at	transmembrane protein 59(TMEM59)	Homo sapiens
1557520_a_at	transmembrane protein 59(TMEM59)	Homo sapiens
1555225_at	chromosome 1 open reading frame 43(C1orf43)	Homo sapiens
1555226_s_at	chromosome 1 open reading frame 43(C1orf43)	Homo sapiens
202985_s_at	BAG cochaperone 5(BAG5)	Homo sapiens
202984_s_at	BAG cochaperone 5(BAG5)	Homo sapiens
204354_at	protection of telomeres 1(POT1)	Homo sapiens
204353_s_at	protection of telomeres 1(POT1)	Homo sapiens
1553277_at	rotatin(RTTN)	Homo sapiens
1557388_at	rotatin(RTTN)	Homo sapiens
1568877_a_at	acyl-CoA binding domain containing 5(ACBD5)	Homo sapiens
206862_at	zinc finger protein 254(ZNF254)	Homo sapiens
1559449_a_at	zinc finger protein 254(ZNF254)	Homo sapiens
204220_at	glia maturation factor gamma(GMFG)	Homo sapiens
202757_at	negative elongation factor complex member B(NELFB)	Homo sapiens
203421_at	tumor protein p53 inducible protein 11(TP53I11)	Homo sapiens
206879_s_at	neuregulin 2(NRG2)	Homo sapiens
1558977_at	uncharacterized LOC100130992(LOC100130992)	Homo sapiens
205146_x_at	amyloid beta precursor protein binding family A member 3(APBA3)	Homo sapiens
201559_s_at	chloride intracellular channel 4(CLIC4)	Homo sapiens
201560_at	chloride intracellular channel 4(CLIC4)	Homo sapiens
202961_s_at	ATP synthase membrane subunit f(ATP5MF)	Homo sapiens
1558179_at	ATP synthase membrane subunit f(ATP5MF)	Homo sapiens
200053_at	sperm associated antigen 7(SPAG7)	Homo sapiens
203781_at	mitochondrial ribosomal protein L33(MRPL33)	Homo sapiens
1552673_at	regulatory factor X6(RFX6)	Homo sapiens
202133_at	WW domain containing transcription regulator 1(WWTR1)	Homo sapiens
202132_at	WW domain containing transcription regulator 1(WWTR1)	Homo sapiens
202134_s_at	WW domain containing transcription regulator 1(WWTR1)	Homo sapiens
1552775_at	G protein-coupled receptor class C group 6 member A(GPRC6A)	Homo sapiens
1558780_a_at	macroH2A.1 histone(MACROH2A1)	Homo sapiens
204502_at	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1(SAMHD1)	Homo sapiens
1559882_at	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1(SAMHD1)	Homo sapiens
1559883_s_at	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1(SAMHD1)	Homo sapiens
202279_at	ATP synthase membrane subunit j(ATP5MJ)	Homo sapiens
1556988_s_at	chromodomain helicase DNA binding protein 1 like(CHD1L)	Homo sapiens
201807_at	VPS26, retromer complex component A(VPS26A)	Homo sapiens
1555685_at	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase(H6PD)	Homo sapiens
206933_s_at	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase(H6PD)	Homo sapiens
1562022_s_at	uncharacterized LOC100130987(LOC100130987)	Homo sapiens
1564573_at	interferon induced transmembrane protein 10(IFITM10)	Homo sapiens
1569696_at	CSMD2 antisense RNA 1(CSMD2-AS1)	Homo sapiens
1559979_at	SYF2 pre-mRNA splicing factor(SYF2)	Homo sapiens
202553_s_at	SYF2 pre-mRNA splicing factor(SYF2)	Homo sapiens
205087_at	RWD domain containing 3(RWDD3)	Homo sapiens
205275_at	GTP binding protein 1(GTPBP1)	Homo sapiens
205274_at	GTP binding protein 1(GTPBP1)	Homo sapiens
205276_s_at	GTP binding protein 1(GTPBP1)	Homo sapiens
1555713_at	PNKD metallo-beta-lactamase domain containing(PNKD)	Homo sapiens
204980_at	clock circadian regulator(CLOCK)	Homo sapiens
1561434_at	Putative uncharacterized protein LOC100506887 (YO028_HUMAN)	Homo sapiens
1569602_at	KN motif and ankyrin repeat domains 2(KANK2)	Homo sapiens
205550_s_at	BRISC and BRCA1 A complex member 2(BABAM2)	Homo sapiens
1557963_at	CDC42 binding protein kinase beta(CDC42BPB)	Homo sapiens
1569111_at	SRY-box transcription factor 13(SOX13)	Homo sapiens
206632_s_at	apolipoprotein B mRNA editing enzyme catalytic subunit 3B(APOBEC3B)	Homo sapiens
1555358_a_at	ectonucleoside triphosphate diphosphohydrolase 4(ENTPD4)	Homo sapiens
204076_at	ectonucleoside triphosphate diphosphohydrolase 4(ENTPD4)	Homo sapiens
204077_x_at	ectonucleoside triphosphate diphosphohydrolase 4(ENTPD4)	Homo sapiens
1554666_at	ZNF594 divergent transcript(ZNF594-DT)	Homo sapiens
205235_s_at	kinesin family member 20B(KIF20B)	Homo sapiens
205931_s_at	cAMP responsive element binding protein 5(CREB5)	Homo sapiens
203094_at	MAD2L1 binding protein(MAD2L1BP)	Homo sapiens
200845_s_at	peroxiredoxin 6(PRDX6)	Homo sapiens
200844_s_at	peroxiredoxin 6(PRDX6)	Homo sapiens
203583_at	unc-50 inner nuclear membrane RNA binding protein(UNC50)	Homo sapiens
1560274_at	WT1 associated protein(WTAP)	Homo sapiens
203137_at	WT1 associated protein(WTAP)	Homo sapiens
1555395_at	A-kinase anchoring protein 12(AKAP12)	Homo sapiens
202081_at	immediate early response 2(IER2)	Homo sapiens
1559960_x_at	synaptonemal complex central element protein 1 like(SYCE1L)	Homo sapiens
202536_at	charged multivesicular body protein 2B(CHMP2B)	Homo sapiens
202538_s_at	charged multivesicular body protein 2B(CHMP2B)	Homo sapiens
202537_s_at	charged multivesicular body protein 2B(CHMP2B)	Homo sapiens
1563900_at	family with sequence similarity 83 member B(FAM83B)	Homo sapiens
1566776_at	dynein axonemal heavy chain 1(DNAH1)	Homo sapiens
1558768_at	dynein axonemal heavy chain 1(DNAH1)	Homo sapiens
1558769_s_at	dynein axonemal heavy chain 1(DNAH1)	Homo sapiens
1567376_at	dynein axonemal heavy chain 1(DNAH1)	Homo sapiens
1566775_at	dynein axonemal heavy chain 1(DNAH1)	Homo sapiens
1567378_x_at	dynein axonemal heavy chain 1(DNAH1)	Homo sapiens
1567377_at	dynein axonemal heavy chain 1(DNAH1)	Homo sapiens
1562278_at	dynein axonemal heavy chain 1(DNAH1)	Homo sapiens
203826_s_at	phosphatidylinositol transfer protein membrane associated 1(PITPNM1)	Homo sapiens
1553911_at	zinc finger protein 663, pseudogene(ZNF663P)	Homo sapiens
204702_s_at	NFE2 like bZIP transcription factor 3(NFE2L3)	Homo sapiens
201824_at	ring finger protein 14(RNF14)	Homo sapiens
201823_s_at	ring finger protein 14(RNF14)	Homo sapiens
206495_s_at	histone H4 transcription factor(HINFP)	Homo sapiens
205781_at	VPS9 domain containing 1(VPS9D1)	Homo sapiens
206339_at	CART prepropeptide(CARTPT)	Homo sapiens
1559421_at	sushi, nidogen and EGF like domains 1(SNED1)	Homo sapiens
1554798_at	sushi, nidogen and EGF like domains 1(SNED1)	Homo sapiens
205211_s_at	Ras and Rab interactor 1(RIN1)	Homo sapiens
200857_s_at	nuclear receptor corepressor 1(NCOR1)	Homo sapiens
200854_at	nuclear receptor corepressor 1(NCOR1)	Homo sapiens
200856_x_at	nuclear receptor corepressor 1(NCOR1)	Homo sapiens
200855_at	nuclear receptor corepressor 1(NCOR1)	Homo sapiens
1554170_a_at	metallo-beta-lactamase domain containing 1(MBLAC1)	Homo sapiens
1569555_at	guanine deaminase(GDA)	Homo sapiens
1552368_at	CCCTC-binding factor like(CTCFL)	Homo sapiens
1553036_at	adhesion G protein-coupled receptor F2(ADGRF2)	Homo sapiens
1558679_at	nucleolar protein 4 like(NOL4L)	Homo sapiens
202871_at	TNF receptor associated factor 4(TRAF4)	Homo sapiens
1554474_a_at	monooxygenase DBH like 1(MOXD1)	Homo sapiens
1559316_at	long intergenic non-protein coding RNA 2241(LINC02241)	Homo sapiens
204567_s_at	ATP binding cassette subfamily G member 1(ABCG1)	Homo sapiens
204539_s_at	cadherin EGF LAG seven-pass G-type receptor 1(CELSR1)	Homo sapiens
1558756_at	C2 domain containing 3 centriole elongation regulator(C2CD3)	Homo sapiens
1555697_at	kallikrein related peptidase 4(KLK4)	Homo sapiens
1555737_a_at	kallikrein related peptidase 4(KLK4)	Homo sapiens
206413_s_at	TCL1 family AKT coactivator B(TCL1B)	Homo sapiens
205986_at	apoptosis associated tyrosine kinase(AATK)	Homo sapiens
206822_s_at	L3MBTL histone methyl-lysine binding protein 1(L3MBTL1)	Homo sapiens
206823_at	L3MBTL histone methyl-lysine binding protein 1(L3MBTL1)	Homo sapiens
206550_s_at	nucleoporin 155(NUP155)	Homo sapiens
202361_at	SEC24 homolog C, COPII coat complex component(SEC24C)	Homo sapiens
1569206_at	t-complex 11 like 2(TCP11L2)	Homo sapiens
1553861_at	t-complex 11 like 2(TCP11L2)	Homo sapiens
1565527_x_at	t-complex 11 like 2(TCP11L2)	Homo sapiens
1565000_a_at	t-complex 11 like 2(TCP11L2)	Homo sapiens
1559413_at	t-complex 11 like 2(TCP11L2)	Homo sapiens
1565525_a_at	t-complex 11 like 2(TCP11L2)	Homo sapiens
1569207_s_at	t-complex 11 like 2(TCP11L2)	Homo sapiens
201863_at	family with sequence similarity 32 member A(FAM32A)	Homo sapiens
1562866_at	long intergenic non-protein coding RNA 2211(LINC02211)	Homo sapiens
206164_at	chloride channel accessory 2(CLCA2)	Homo sapiens
206165_s_at	chloride channel accessory 2(CLCA2)	Homo sapiens
206166_s_at	chloride channel accessory 2(CLCA2)	Homo sapiens
203519_s_at	UPF2 regulator of nonsense mediated mRNA decay(UPF2)	Homo sapiens
205483_s_at	ISG15 ubiquitin like modifier(ISG15)	Homo sapiens
201412_at	LDL receptor related protein 10(LRP10)	Homo sapiens
1557897_at	uncharacterized LOC105374690(LOC105374690)	Homo sapiens
202305_s_at	fasciculation and elongation protein zeta 2(FEZ2)	Homo sapiens
203562_at	fasciculation and elongation protein zeta 1(FEZ1)	Homo sapiens
205973_at	fasciculation and elongation protein zeta 1(FEZ1)	Homo sapiens
1554213_at	Rho guanine nucleotide exchange factor 10(ARHGEF10)	Homo sapiens
1554703_at	Rho guanine nucleotide exchange factor 10(ARHGEF10)	Homo sapiens
1553269_at	zinc finger protein 718(ZNF718)	Homo sapiens
1559746_a_at	zinc finger protein 718(ZNF718)	Homo sapiens
204473_s_at	zinc finger protein 592(ZNF592)	Homo sapiens
204549_at	inhibitor of nuclear factor kappa B kinase subunit epsilon(IKBKE)	Homo sapiens
205717_x_at	protocadherin gamma subfamily A, 12(PCDHGA12)	Homo sapiens
201994_at	mortality factor 4 like 2(MORF4L2)	Homo sapiens
1555321_at	acyl-CoA thioesterase 11(ACOT11)	Homo sapiens
1554938_a_at	acyl-CoA thioesterase 11(ACOT11)	Homo sapiens
206275_s_at	microtubule associated monooxygenase, calponin and LIM domain containing 2(MICAL2)	Homo sapiens
202060_at	CTR9 homolog, Paf1/RNA polymerase II complex component(CTR9)	Homo sapiens
1555470_a_at	protein phosphatase, Mg2+/Mn2+ dependent 1F(PPM1F)	Homo sapiens
1555091_at	protein phosphatase, Mg2+/Mn2+ dependent 1F(PPM1F)	Homo sapiens
203063_at	protein phosphatase, Mg2+/Mn2+ dependent 1F(PPM1F)	Homo sapiens
1560619_at	testis expressed 49(TEX49)	Homo sapiens
202832_at	GRIP and coiled-coil domain containing 2(GCC2)	Homo sapiens
1554745_at	Ral GEF with PH domain and SH3 binding motif 1(RALGPS1)	Homo sapiens
204199_at	Ral GEF with PH domain and SH3 binding motif 1(RALGPS1)	Homo sapiens
1555452_at	Ral GEF with PH domain and SH3 binding motif 1(RALGPS1)	Homo sapiens
1569796_s_at	attractin like 1(ATRNL1)	Homo sapiens
203207_s_at	mitochondrial fission regulator 1(MTFR1)	Homo sapiens
203208_s_at	mitochondrial fission regulator 1(MTFR1)	Homo sapiens
206080_at	phospholipase C eta 2(PLCH2)	Homo sapiens
203048_s_at	tetratricopeptide repeat domain 37(TTC37)	Homo sapiens
203049_s_at	tetratricopeptide repeat domain 37(TTC37)	Homo sapiens
1554029_a_at	tetratricopeptide repeat domain 37(TTC37)	Homo sapiens
1556060_a_at	zinc finger protein 451(ZNF451)	Homo sapiens
203283_s_at	heparan sulfate 2-O-sulfotransferase 1(HS2ST1)	Homo sapiens
203285_s_at	heparan sulfate 2-O-sulfotransferase 1(HS2ST1)	Homo sapiens
203284_s_at	heparan sulfate 2-O-sulfotransferase 1(HS2ST1)	Homo sapiens
202255_s_at	signal induced proliferation associated 1 like 1(SIPA1L1)	Homo sapiens
